0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
CZWARTEK,2024-11-21 00:00:00,3,,1,1,,,,,"PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT","PSYCHIATRIA CKL3 LEK. M. PRUCHNIK-SURÓWKA, ŁAŃCUT",,,,,,,,,,,"CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5",,,,,,,,,,"PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221",,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5",,,,,,,,,,"PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 1 
prof. P. Pacan
G4 sala 221",,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,5,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,6,,2,1,,,,,,,,,,,"ANESTEZJOLOGIA CKL6 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL6 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL6 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL6 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL6 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL6 
prof. B. Wołoszczuk-Gębicka CSM",,,,,,,,,,,,,,,,,"CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5","CH. WEW. 
Hemato
zal
Aula 1  A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,7,,2,1,,,,,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,CHIRURGIA kardio CKL7 dr M. Kolowca KSW2,,,,,,,,,,,,,,,"CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,8,,2,1,,,,,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,PSYCHIATRIA CKL8 prof. P. Pacan USK,,,,,,,,,,,,,,,,,,"CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,9,,2,1,,,,,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,ANESTEZJOLOGIA CKL9 lek D. Popiel KSW2 ,,,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,PEDIATRIA REUMAT CKL9 lek M. Szczepanek KSW2,,,,,,,,,,,,"CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,10,,3,1,,,,,"PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK","PSYCHIATRIA CKL10 lek Jakub Ławiński, USK",,,,,,"PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221",,,,"CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,11,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221",,,,"CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,12,,3,1,,,,,,,,,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,REHABILITACJA CKL12 dr G. Przysada KSW2,,,,,,,,"PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221",,,,"CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5","CH. WEW. 
Pulmo 
zal
Aula 1 i sala 4 A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,13,,3,1,,,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL13 dr J. Grzegorczyk UR 5.029,,,,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,,"PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,14,,3,1,,,,,,,,,,,,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL14 dr J. Grzegorczyk UR 5.029,,,,,"PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,15,,3,1,,,,,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,CHIRURGIA szczęk CKL15 prof. R. Brodowski USK ,,,,,,,,,,,,"PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 3 
prof. P. Pacan
G4 sala 221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,Ckl,C,S,W,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,20,20,20,20,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,Ckl,C,S,W,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,16,,4,2,,,,,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,GINEKOLOGIA CKL16 DR O. Mora-Janiszewska  KSW2,,,,,,,,,,,,,,,,,,,,,,"PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221",,"CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101",,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,17,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221",,"CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101",,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,18,,4,2,,,,,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,ONKOLOGIA CKL18 lek M. Górecki USK,,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,REHABILITACJA CKL18 dr J. Grzegorczyk UR 5.029,,,,,,"PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221",,"CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101",,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,19,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221","PSYCHIATRIA SEM 4 
prof. P. Pacan
G4 sala 221",,"CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101",,,,,,,,,,,,,,,,,,,,,,
CZWARTEK,2024-11-21 00:00:00,20,,5,2,,,,,"CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2","CHIRURGIA kardio CKL20 lek M. Surowiec, KSW2",,,,,,,,,,,,,,,,,,,,,,,"CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101","CHIRURGIA W2 
prof R. Brodowski 
G4 aula 101",,,,,,,,,,,,,,,,,,,,,,
